name,index,patent_count_2012,patent_count_2013,patent_count_2014,patent_count_2015,patent_count_2016
University of Patras,7.0,,,,2.0,
St. George's University of London,8.0,,,,0.0,
Swinburne University of Technology,9.0,,,,4.0,
University of Missouri at St. Louis,10.0,,,,0.0,
St. Jude Children Research Hospital,11.0,,,,0.0,
Fermi National Accelerator Laboratory,12.0,,,,0.0,
Institute of Cancer Research,13.0,,,,21.0,
Massey University,0.0,,,,6.0,
Southwest University,1.0,,,,6.0,
New York Presbyterian Hospital,2.0,,,,0.0,
Second Military Medical University,0.0,,,,9.0,
University of Crete,1.0,,,,0.0,
Memorial University of Newfoundland,2.0,,,,2.0,
Istanbul University,3.0,,,,1.0,
Tokyo Metropolitan University,4.0,,,,19.0,
Tarbiat Modarres University,5.0,,,,0.0,
Sheba Medical Center at Tel Hashomer,6.0,,,,0.0,
Observatoire de Paris,7.0,,,,0.0,
Universitat Bielefeld,8.0,,,,5.0,
Loyola University Chicago,9.0,,,,0.0,
Tomsk Polytechnic University,10.0,,,,0.0,
Universite du Quebec a Montreal,11.0,,,,0.0,
University of Plymouth,12.0,,,,12.0,
National Central University,13.0,,,,70.0,
NASA Ames Research Center,14.0,,,,0.0,
Universitat Rovira i Virgili,0.0,,,,7.0,
Naval Research Laboratory,1.0,,,,1.0,
Istanbul Technical University,2.0,,,,0.0,
National Renewable Energy Laboratory,3.0,,,,1.0,
National Research Council of Canada,4.0,,,,102.0,
University of Ioannina,5.0,,,,0.0,
National Bureau of Economic Research,6.0,,,,0.0,
Murdoch Children's Research Institute,7.0,,,,1.0,
"National Hospital Organization, Japan",8.0,,,,0.0,
Lucent,9.0,,,,2688.0,
China University of Petroleum - Beijing,10.0,,,,15.0,
Jiangnan University,11.0,,,,32.0,
All India Institute of Medical Sciences,12.0,,,,1.0,
Quaid-I-Azam University,13.0,,,,0.0,
National Academy of Sciences in Ukraine,14.0,,,,0.0,
University of Johannesburg,0.0,,,,5.0,
Institute of Research into the Fundamental Laws of the Universe,1.0,,,,0.0,
U.S. Environmental Protection Agency,2.0,,,,10.0,
University of Arkansas,3.0,,,,110.0,
CINVESTAV-IPN,4.0,,,,0.0,
Tampere University of Technology,5.0,,,,1.0,
Kazan Volga Region Federal University,6.0,,,,0.0,
Bulgarian Academy of Sciences,7.0,,,,1.0,
National Institute of Public Health and the Environment,8.0,,,,1.0,
King's College Hospital NHS Foundation Trust,9.0,,,,2.0,
Shenzhen University,10.0,,,,41.0,
AgroParisTech,11.0,,,,3.0,
Royal Children's Hospital,12.0,,,,0.0,
Henry Ford Health System,13.0,,,,31.0,
CAS - Institute of Physics,14.0,,,,0.0,
Wright-Patterson AFB,0.0,,,,23.0,
Norwegian Institute of Public Health,1.0,,,,0.0,
Northwest Agriculture and Forestry University,2.0,,,,0.0,
Universite Blaise Pascal,3.0,,,,21.0,
Ewha Womans University,4.0,,,,0.0,
Fourth Military Medical University,5.0,,,,4.0,
Silesian University of Technology,6.0,,,,0.0,
Colorado School of Mines,7.0,,,,23.0,
Universite d'Angers,8.0,,,,1.0,
University of Texas Medical Branch at Galveston,9.0,,,,0.0,
Southwest Jiaotong University,10.0,,,,3.0,
Universite d'Auvergne,11.0,,,,2.0,
International Agency for Research on Cancer,12.0,,,,0.0,
National Institute for Health and Welfare,13.0,,,,0.0,
Victoria University of Wellington,14.0,,,,0.0,
Universite des Sciences et Technologies de Lille,0.0,,,,13.0,
Taipei Medical University,1.0,,,,20.0,
Samsung Advanced Institute of Technology,2.0,,,,0.0,
University of Nebraska Medical Center,3.0,,,,2.0,
Palacky University,4.0,,,,2.0,
Huazhong Agricultural University,5.0,,,,5.0,
Chung-Ang University,6.0,,,,31.0,
Eotvos Lorand University,7.0,,,,1.0,
Mississippi State University,8.0,,,,12.0,
University Politehnica of Bucharest,9.0,,,,1.0,
Museum National d'Histoire Naturelle,10.0,,,,0.0,
University of Salento,11.0,,,,0.0,
Hefei University of Technology,12.0,,,,1.0,
Harbin Engineering University,13.0,,,,0.0,
China University of Mining And Technology,14.0,,,,60.0,
University of Hull,0.0,,,,4.0,
AstraZeneca,1.0,,,,156.0,
Inha University,2.0,,,,0.0,
Universidad de Murcia,3.0,,,,8.0,
University of New Hampshire,4.0,,,,8.0,
"Indian Institute of Technology, Madras",5.0,,,,39.0,
IMEC,6.0,,,,365.0,
Southern Medical University,7.0,,,,6.0,
Woods Hole Oceanographic Institution,8.0,,,,15.0,
Carnegie Institution of Washington,9.0,,,,0.0,
University of L'Aquila,10.0,,,,0.0,
South African Medical Research Council,11.0,,,,2.0,
INSA Rennes,12.0,,,,0.0,
Fuzhou University,13.0,,,,12.0,
Peter Maccallum Cancer Centre,14.0,,,,0.0,
Banaras Hindu University,0.0,,,,0.0,
Royal Melbourne Hospital,1.0,,,,0.0,
Ocean University of China,2.0,,,,8.0,
Tokyo Medical and Dental University,3.0,,,,55.0,
Institut Curie,0.0,,,,53.0,
"University of Nevada, Reno",1.0,,,,10.0,
Tilburg University,0.0,,,,0.0,
Universite Paris XII,1.0,,,,0.0,
University of North Carolina at Charlotte,2.0,,,,27.0,
CAS - Dalian Institute of Chemical Physics,3.0,,,,0.0,
Universidad Nacional de La Plata,4.0,,,,1.0,
Tianjin Medical University,5.0,,,,1.0,
St. Petersburg State Polytechnical University,0.0,,,,0.0,
Mayo Clinic Jacksonville FL,1.0,,,,0.0,
Wellcome Trust,2.0,,,,3.0,
University of Arkansas for Medical Sciences,3.0,,,,0.0,
Alikhanov Institute for Theoretical and Experimental Physics,4.0,,,,0.0,
J. Stefan Institute,5.0,,,,0.0,
Universidad de La Laguna,6.0,,,,2.0,
Netherlands Organisation for Applied Scientific Research - TNO,7.0,,,,0.0,
Nanchang University,8.0,,,,2.0,
Shinshu University,0.0,,,,33.0,
University of Konstanz,1.0,,,,0.0,
Bogazici University,2.0,,,,0.0,
Wroclaw University of Technology,3.0,,,,3.0,
Siemens,4.0,,,,7652.0,
Nanjing Tech University,5.0,,,,9.0,
Uniformed Services University of the Health Sciences,6.0,,,,0.0,
IBM Research,7.0,,,,12.0,
Universite de Caen,8.0,,,,9.0,
Budapest University of Technology and Economics,9.0,,,,0.0,
Children's Hospital and Regional Medical Center Seattle,10.0,,,,0.0,
Moscow Institute of Physics and Technology,11.0,,,,0.0,
University of Debrecen,12.0,,,,3.0,
Royal Prince Alfred Hospital,13.0,,,,2.0,
Samsung,14.0,,,,26574.0,
Chongqing University of Medical Sciences,0.0,,,,0.0,
University of Macau,1.0,,,,17.0,
Universidad Carlos III de Madrid,2.0,,,,8.0,
American University of Beirut,3.0,,,,4.0,
Universidade Federal do Parana,4.0,,,,0.0,
Kent State University,0.0,,,,23.0,
Johannes Kepler University of Linz,1.0,,,,0.0,
Ain Shams University,2.0,,,,0.0,
University of Cyprus,3.0,,,,3.0,
Hadassah University Medical Centre,4.0,,,,0.0,
Universita del Piemonte Orientale,5.0,,,,0.0,
Helmholtz Center for Environmental Research (UFZ),6.0,,,,0.0,
Third Military Medical University,7.0,,,,6.0,
Kangwon National University,8.0,,,,21.0,
CNES Centre National d'Etudes Spatiales,9.0,,,,0.0,
Boston College,10.0,,,,26.0,
University of Lubeck,11.0,,,,0.0,
Houston Methodist Hospital,12.0,,,,0.0,
United States Army,13.0,,,,6.0,
Vilnius University,14.0,,,,17.0,
Montana State University,0.0,,,,15.0,
Roswell Park Cancer Institute,1.0,,,,1.0,
Mayo Clinic Scottsdale AZ,2.0,,,,0.0,
Veterans General Hospital-Taipei,3.0,,,,0.0,
National Sun Yat-sen University,4.0,,,,39.0,
Qatar University,5.0,,,,9.0,
Nanjing University of Information Science & Technology,6.0,,,,0.0,
Institute for High Energy Physics,7.0,,,,0.0,
University of Graz,8.0,,,,1.0,
University of Stirling,9.0,,,,0.0,
Universite Francois Rabelais,10.0,,,,16.0,
Ecole Polytechnique de Montreal,11.0,,,,1.0,
General Hospital of People's Liberation Army,12.0,,,,0.0,
Aga Khan University,13.0,,,,0.0,
Khalifa University of Science and Technology,14.0,,,,0.0,
Northumbria University,0.0,,,,0.0,
Liverpool John Moores University,1.0,,,,3.0,
Chinese Center for Disease Control and Prevention,2.0,,,,2.0,
Gazi University,3.0,,,,0.0,
Instituto Politecnico Nacional,0.0,,,,14.0,
Niigata University,1.0,,,,18.0,
University of Fribourg,2.0,,,,2.0,
Makerere University,3.0,,,,0.0,
Universidad Nacional de Colombia,4.0,,,,3.0,
Scuola Internazionale Superiore di Studi Avanzati,5.0,,,,2.0,
Mohammed V University in Rabat,6.0,,,,0.0,
Universidade Federal de Pernambuco,7.0,,,,4.0,
Research Triangle Institute International,0.0,,,,3.0,
Hopital Henri Mondor,1.0,,,,0.0,
Istituto Superiore di Sanita,2.0,,,,7.0,
Amgen Incorporated,3.0,,,,0.0,
University of Essex,4.0,,,,1.0,
Anna University,5.0,,,,1.0,
National Chung Hsing University,6.0,,,,21.0,
Orebro University,7.0,,,,0.0,
Baylor University,8.0,,,,14.0,
Panjab University,9.0,,,,0.0,
Vellore Institute of Technology,10.0,,,,0.0,
NASA Langley Research Center,11.0,,,,0.0,
Tokyo University of Science,12.0,,,,32.0,
University of Szeged,13.0,,,,32.0,
"Indian Institute of Technology, Kanpur",14.0,,,,16.0,
College of William and Mary,0.0,,,,8.0,
Children's National Medical Center,1.0,,,,34.0,
China Medical University,2.0,,,,0.0,
VTT,3.0,,,,108.0,
Auckland University of Technology,4.0,,,,1.0,
Brno University of Technology,5.0,,,,4.0,
Ecole Normale Superieure de Lyon,6.0,,,,22.0,
Children's Hospital Columbus,7.0,,,,0.0,
Northern Illinois University,8.0,,,,20.0,
Christie Hospital NHS Foundation Trust,9.0,,,,0.0,
University of Oldenburg,10.0,,,,0.0,
City of Hope National Med Center,11.0,,,,0.0,
Environment Canada,12.0,,,,0.0,
Universidad de Cordoba,13.0,,,,5.0,
Central China Normal University,14.0,,,,3.0,
Murdoch University,0.0,,,,4.0,
European Institute of Oncology,1.0,,,,0.0,
Westmead Hospital,2.0,,,,2.0,
CIRAD,3.0,,,,4.0,
Tomsk State University,0.0,,,,0.0,
National Center for Nanoscience and Technology,1.0,,,,13.0,
University of Portsmouth,2.0,,,,1.0,
National Aeronautics and Space Administration,3.0,,,,149.0,
Bangor University,4.0,,,,6.0,
CIEMAT,5.0,,,,2.0,
University of Kaiserslautern,6.0,,,,0.0,
Fox Chase Cancer Center,7.0,,,,20.0,
German Center for Neurodegenerative Diseases (DZNE),8.0,,,,0.0,
European Southern Observatory,9.0,,,,0.0,
University of Akron,10.0,,,,83.0,
Gyeongsang National University,0.0,,,,43.0,
Dublin City University,1.0,,,,0.0,
Royal Brisbane and Women's Hospital,2.0,,,,0.0,
Universidade Federal de Sao Carlos,3.0,,,,8.0,
Philips HealthTech,4.0,,,,0.0,
Japan Atomic Energy Agency,5.0,,,,58.0,
Princess Margaret Hospital,6.0,,,,0.0,
Norwegian University of Life Sciences,7.0,,,,0.0,
Institute of Automation Chinese Academy of Sciences,8.0,,,,30.0,
Universidad de Alicante,9.0,,,,15.0,
Baylor University Medical Center at Dallas,10.0,,,,0.0,
University of Canberra,11.0,,,,1.0,
Lulea University of Technology,12.0,,,,0.0,
University of Greifswald,13.0,,,,0.0,
Kunming University of Science and Technology,14.0,,,,1.0,
Postgraduate Institute of Medical Education and Research,0.0,,,,0.0,
Max-Planck-Institut fur extraterrestrische Physik,1.0,,,,0.0,
College de France,2.0,,,,3.0,
University of Hohenheim,3.0,,,,0.0,
Qingdao University,4.0,,,,1.0,
Southampton University Hospitals NHS Trust,5.0,,,,0.0,
The George Institute for Global Health,6.0,,,,0.0,
Ferdowsi University of Mashhad,7.0,,,,1.0,
Universite de Poitiers,8.0,,,,0.0,
Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research (AWI),9.0,,,,0.0,
Universidade Federal do Ceara,10.0,,,,0.0,
Alexandria University,11.0,,,,0.0,
SUNY Binghamton,12.0,,,,0.0,
Scuola Normale Superiore di Pisa,13.0,,,,0.0,
Keele University,14.0,,,,2.0,
University of Tabriz,0.0,,,,0.0,
University of Sfax,0.0,,,,1.0,
University of Natural Resources and Applied Life Sciences,1.0,,,,0.0,
Universidade Federal Fluminense,2.0,,,,0.0,
China Pharmaceutical University,3.0,,,,5.0,
Universite de Haute Alsace,4.0,,,,11.0,
Dongguk University,5.0,,,,57.0,
Embrapa - Empresa Brasileira de Pesquisa Agropecuaria,6.0,,,,3.0,
Universite de Mons,7.0,,,,12.0,
"National Research Center, Cairo",8.0,,,,0.0,
"The Natural History Museum, London",9.0,,,,0.0,
Northeast Normal University,10.0,,,,1.0,
Universidad de Cantabria,11.0,,,,6.0,
Universitat Jaume I,12.0,,,,5.0,
Nagasaki University,13.0,,,,20.0,
South China Agricultural University,14.0,,,,3.0,
University of the Balearic Islands,0.0,,,,0.0,
East Carolina University,1.0,,,,18.0,
Institut Universitaire de France,2.0,,,,0.0,
Nihon University,3.0,,,,22.0,
Hospital Ramon y Cajal,4.0,,,,0.0,
China University of Petroleum (East China),5.0,,,,1.0,
Churchill Hospital,6.0,,,,0.0,
Universidad de Los Andes Colombia,7.0,,,,0.0,
North West University,8.0,,,,10.0,
Boehringer Ingelheim GmbH,9.0,,,,1.0,
Max-Planck-Institut fur Physik (Werner-Heisenberg-Institut) Munchen,10.0,,,,0.0,
Michigan Technological University,11.0,,,,9.0,
North Dakota State University,12.0,,,,0.0,
CHU de Nancy,13.0,,,,0.0,
Juntendo University,0.0,,,,2.0,
Ecole Ponts ParisTech,0.0,,,,0.0,
Babes-Bolyai University,1.0,,,,0.0,
SUNY Upstate Medical University,2.0,,,,0.0,
Chiang Mai University,3.0,,,,4.0,
Birkbeck University of London,4.0,,,,0.0,
Portland State University,5.0,,,,18.0,
Ecole des Mines de Paris,6.0,,,,0.0,
Institute for Basic Science,7.0,,,,22.0,
Tel Aviv Sourasky Medical Center,8.0,,,,2.0,
Australian Catholic University,9.0,,,,0.0,
Baker Heart Research Institute,10.0,,,,0.0,
"Indian Institute of Technology, Guwahati",11.0,,,,0.0,
Isfahan University of Medical Sciences,12.0,,,,0.0,
University of Waikato,13.0,,,,3.0,
Swiss Federal Laboratories for Materials Science and Technology (Empa),14.0,,,,0.0,
Gachon University,0.0,,,,21.0,
World Bank,1.0,,,,0.0,
Florida Atlantic University,2.0,,,,5.0,
Universita degli Studi di Napoli Parthenope,3.0,,,,0.0,
ESTEC,4.0,,,,3.0,
Yanshan University,5.0,,,,4.0,
Universidade Federal de Vicosa,6.0,,,,2.0,
Istituto Clinico Humanitas,7.0,,,,0.0,
Shahid Beheshti University,8.0,,,,2.0,
University of Memphis,9.0,,,,17.0,
Ruder Boskovic Institute,10.0,,,,0.0,
Aberystwyth University,11.0,,,,5.0,
University of Wroclaw,12.0,,,,0.0,
CHU Montpellier,13.0,,,,0.0,
University of Thessaly,14.0,,,,0.0,
"Swiss Federal Institute for Forest, Snow and Landscape Research (WSL)",0.0,,,,0.0,
Universidad de Valladolid,0.0,,,,6.0,
Poznan University of Technology,1.0,,,,0.0,
MAX DELBRUCK CENTER FOR MOLECULAR MEDICINE,2.0,,,,0.0,
Kagoshima University,3.0,,,,34.0,
Inje University,4.0,,,,22.0,
ONERA,5.0,,,,28.0,
Centre for Ecology and Hydrology,6.0,,,,0.0,
New Jersey Institute of Technology,7.0,,,,45.0,
University of the Philippines,8.0,,,,0.0,
Renmin University of China,9.0,,,,1.0,
Horia Hulubei National Institute of Physics and Nuclear Engineering,10.0,,,,0.0,
Ritsumeikan University,0.0,,,,0.0,
New York Medical College,1.0,,,,0.0,
INSA de Lyon,2.0,,,,0.0,
Space Telescope Science Institute,3.0,,,,0.0,
IDIBELL - Bellvitge Biomedical Research Institute,4.0,,,,0.0,
Microsoft Research Asia,5.0,,,,0.0,
Nova Southeastern University,6.0,,,,4.0,
Chungbuk National University,7.0,,,,20.0,
Hasselt University,8.0,,,,0.0,
Beijing Forestry University,9.0,,,,1.0,
Helmholtz Centre for Infection Research (HZI),10.0,,,,0.0,
Queen Elizabeth Hospital,11.0,,,,8.0,
University of Montana,12.0,,,,0.0,
Wenzhou Medical College,13.0,,,,2.0,
Universidade Federal de Santa Maria,14.0,,,,0.0,
St. Vincent's Hospital Melbourne,0.0,,,,0.0,
Anhui Medical University,1.0,,,,1.0,
Shenzhen Institute of Advanced Technology,2.0,,,,3.0,
Chemnitz University of Technology,3.0,,,,0.0,
Princess Alexandra Hospital Brisbane,4.0,,,,0.0,
University of Maribor,5.0,,,,6.0,
XiangTan University,6.0,,,,4.0,
Universidad Rey Juan Carlos,7.0,,,,1.0,
German Centre for Cardiovascular Research (DZHK),8.0,,,,0.0,
University of the West of England,9.0,,,,5.0,
Worcester Polytechnic Institute,10.0,,,,33.0,
University of Puerto Rico,11.0,,,,3.0,
General Electric,12.0,,,,5674.0,
Shaanxi Normal University,13.0,,,,0.0,
Instituto Astrofisico de Canarias,14.0,,,,0.0,
Cold Spring Harbor Laboratory,0.0,,,,23.0,
Guangxi University,1.0,,,,2.0,
University of New England NSW,2.0,,,,0.0,
Technical University of Kosice,3.0,,,,1.0,
Universidad Autonoma Metropolitana,4.0,,,,0.0,
RAND,5.0,,,,182.0,
Tokyo University of Agriculture and Technology,6.0,,,,37.0,
Universiti Teknologi Petronas,7.0,,,,0.0,
Wroclaw Medical University,8.0,,,,0.0,
Salk Institute for Biological Studies,9.0,,,,51.0,
Electronics and Telecommunications Research Institute,10.0,,,,2194.0,
Universite d'Orleans,11.0,,,,1.0,
Public Health Agency of Canada,12.0,,,,0.0,
Tallinn University of Technology,13.0,,,,5.0,
Tokushima University,14.0,,,,7.0,
Institute for Advanced Studies,0.0,,,,0.0,
University of Maine,1.0,,,,32.0,
Tokyo Women's Medical University,2.0,,,,23.0,
Jordan University of Science and Technology,3.0,,,,0.0,
Sejong University,4.0,,,,29.0,
Wright State University,5.0,,,,6.0,
Aligarh Muslim University,6.0,,,,0.0,
CAS - Lanzhou Institute of Chemical Physics,7.0,,,,0.0,
Hospital for Special Surgery - New York,8.0,,,,0.0,
Universidad Miguel Hernandez,0.0,,,,7.0,
Manchester Metropolitan University,1.0,,,,9.0,
University of Windsor,2.0,,,,20.0,
Guangdong University of Technology,3.0,,,,8.0,
SINTEF,4.0,,,,7.0,
Netherlands Institute of Ecology,5.0,,,,0.0,
Abdus Salam International Centre for Theoretical Physics,6.0,,,,0.0,
Max Planck Institute for Polymer Research,7.0,,,,0.0,
Edith Cowan University,8.0,,,,1.0,
ESPCI,9.0,,,,18.0,
Tokai University,10.0,,,,8.0,
Washington Hospital Center,11.0,,,,0.0,
Laboratoire d'Annecy-le-Vieux de Physique des Particules LAPP,12.0,,,,0.0,
University of New Brunswick,13.0,,,,13.0,
University of Science and Technology UST,14.0,,,,0.0,
Universita della Basilicata,0.0,,,,0.0,
Addis Ababa University,1.0,,,,0.0,
Dankook University,2.0,,,,18.0,
University of Peradeniya,3.0,,,,0.0,
Istituto Giannina Gaslini - Ospedale Pediatrico IRCCS,4.0,,,,0.0,
Administrative Headquarters of the Max Planck Society,5.0,,,,0.0,
Bilkent University,6.0,,,,0.0,
Universidad Nacional de Cordoba,7.0,,,,0.0,
Miami University,0.0,,,,0.0,
Osaka Prefecture University,1.0,,,,41.0,
University of Bucharest,2.0,,,,0.0,
Medical College of Georgia,3.0,,,,1.0,
Northern Arizona University,4.0,,,,7.0,
Fondazione Santa Lucia,5.0,,,,0.0,
Ecole Normale Superieure de Cachan,6.0,,,,13.0,
Tabriz University of Medical Sciences,7.0,,,,0.0,
University of Kassel,0.0,,,,0.0,
Soonchunhyang University,1.0,,,,5.0,
Ecole Nationale d'Ingenieurs de Sfax,2.0,,,,0.0,
Universiti Tun Hussein Onn Malaysia,3.0,,,,0.0,
University of Novi Sad,4.0,,,,0.0,
Hangzhou Normal University,5.0,,,,1.0,
University of Texas at El Paso,6.0,,,,0.0,
National University of Sciences and Technology Pakistan,7.0,,,,0.0,
Foundation for Research and Technology-Hellas,8.0,,,,2.0,
Air Force Research Laboratory,9.0,,,,0.0,
"INAF Istituto di Astrofisica Spaziale e Fisica Cosmica, Bologna",10.0,,,,0.0,
University of Mannheim,11.0,,,,0.0,
Primary Children's Medical Center,12.0,,,,0.0,
Industrial Technology Research Institute Hsinchu,13.0,,,,0.0,
National Taipei University of Technology,14.0,,,,37.0,
Yildiz Technical University,0.0,,,,0.0,
IFREMER,1.0,,,,6.0,
Vel Tech University,2.0,,,,0.0,
Khon Kaen University,3.0,,,,0.0,
