Institution,establishment_date,source,,order,type,name,countryCode,region,sector,id,country
Western University,,,,183,application/json,Western University,can,NAM,academic,501052,Canada
University of Hamburg,,,,184,application/json,University of Hamburg,deu,EUR,academic,309075,Germany
University of Glasgow,,,,185,application/json,University of Glasgow,gbr,EUR,academic,315078,United Kingdom
Aix Marseille Universite,,,,186,application/json,Aix Marseille Universite,fra,EUR,academic,700232,France
Universite Paris 7,,,,187,application/json,Universite Paris 7,fra,EUR,academic,314090,France
University of Bern,,,,188,application/json,University of Bern,che,EUR,academic,306012,Switzerland
University of Leeds,,,,189,application/json,University of Leeds,gbr,EUR,academic,315084,United Kingdom
Sungkyunkwan University,,,,190,application/json,Sungkyunkwan University,kor,APAC,academic,209071,South Korea
RWTH Aachen University,,,,191,application/json,RWTH Aachen University,deu,EUR,academic,309048,Germany
Central South University,,,,192,application/json,Central South University,chn,APAC,academic,203022,China
Tianjin University,,,,193,application/json,Tianjin University,chn,APAC,academic,203206,China
University of Liverpool,,,,194,application/json,University of Liverpool,gbr,EUR,academic,315086,United Kingdom
Technische Universitat Berlin,,,,195,application/json,Technische Universitat Berlin,deu,EUR,academic,309050,Germany
University of Waterloo,,,,196,application/json,University of Waterloo,can,NAM,academic,501051,Canada
Yeshiva University,1886,https://en.wikipedia.org/wiki/Yeshiva_University,0,197,application/json,Yeshiva University,usa,NAM,academic,508384,United States
University of Miami,,,,198,application/json,University of Miami,usa,NAM,academic,508302,United States
Virginia Polytechnic Institute and State University,,,,199,application/json,Virginia Polytechnic Institute and State University,usa,NAM,academic,508366,United States
University of Erlangen-Nuremberg,,,,200,application/json,University of Erlangen-Nuremberg,deu,EUR,academic,309070,Germany
Oregon Health and Science University,,,,201,application/json,Oregon Health and Science University,usa,NAM,academic,508183,United States
Korea Advanced Institute of Science and Technology,,,,202,application/json,Korea Advanced Institute of Science and Technology,kor,APAC,academic,209037,South Korea
Politecnico di Milano,,,,203,application/json,Politecnico di Milano,ita,EUR,academic,321018,Italy
Newcastle University,,,,204,application/json,Newcastle University,gbr,EUR,academic,315089,United Kingdom
South China University of Technology,,,,205,application/json,South China University of Technology,chn,APAC,academic,203190,China
University of Sussex,,,,206,application/json,University of Sussex,gbr,EUR,academic,315103,United Kingdom
Hong Kong University of Science and Technology,,,,207,application/json,Hong Kong University of Science and Technology,hkg,APAC,academic,205005,Hong Kong
Tongji University,,,,208,application/json,Tongji University,chn,APAC,academic,203208,China
Universidade do Porto,,,,209,application/json,Universidade do Porto,prt,EUR,academic,328007,Portugal
University of Auckland,,,,210,application/json,University of Auckland,nzl,APAC,academic,212005,New Zealand
Tohoku University,,,,211,application/json,Tohoku University,jpn,APAC,academic,208148,Japan
Osaka University,,,,212,application/json,Osaka University,jpn,APAC,academic,208126,Japan
Southeast University,,,,213,application/json,Southeast University,chn,APAC,academic,203192,China
University of Connecticut,,,,214,application/json,University of Connecticut,usa,NAM,academic,508275,United States
Korea University,,,,215,application/json,Korea University,kor,APAC,academic,209049,South Korea
Universite Paris Sorbonne - Paris IV,,,,216,application/json,Universite Paris Sorbonne - Paris IV,fra,EUR,academic,314313,France
University of Illinois at Chicago,,,,217,application/json,University of Illinois at Chicago,usa,NAM,academic,508284,United States
Freie Universitat Berlin,,,,218,application/json,Freie Universitat Berlin,deu,EUR,academic,309010,Germany
University of Alabama at Birmingham,,,,219,application/json,University of Alabama at Birmingham,usa,NAM,academic,508253,United States
Karlsruhe Institute of Technology KIT,,,,220,application/json,Karlsruhe Institute of Technology KIT,deu,EUR,academic,309062,Germany
University of Naples Federico II,,,,221,application/json,University of Naples Federico II,ita,EUR,academic,321057,Italy
Philipps-Universitat Marburg,,,,222,application/json,Philipps-Universitat Marburg,deu,EUR,academic,309045,Germany
University of South Florida,,,,223,application/json,University of South Florida,usa,NAM,academic,508340,United States
University of Cincinnati,,,,224,application/json,University of Cincinnati,usa,NAM,academic,508271,United States
London School of Economics,,,,225,application/json,London School of Economics,gbr,EUR,academic,315033,United Kingdom
University of Texas at Dallas,,,,226,application/json,University of Texas at Dallas,usa,NAM,academic,508346,United States
Technische Universitat Dresden,,,,227,application/json,Technische Universitat Dresden,deu,EUR,academic,309052,Germany
North Carolina State University,,,,228,application/json,North Carolina State University,usa,NAM,academic,508169,United States
Maastricht University,,,,229,application/json,Maastricht University,nld,EUR,academic,325006,Netherlands
City University of New York,1961,https://en.wikipedia.org/wiki/City_University_of_New_York,1,230,application/json,City University of New York,usa,NAM,academic,508036,United States
Technische Universitat Darmstadt,,,,231,application/json,Technische Universitat Darmstadt,deu,EUR,academic,309004,Germany
Indiana University-Purdue,1969,https://en.wikipedia.org/wiki/Indiana_University_%E2%80%93_Purdue_University_Indianapolis,1,232,application/json,Indiana University-Purdue,usa,NAM,academic,508086,United States
George Washington University,,,,233,application/json,George Washington University,usa,NAM,academic,508070,United States
Dalian University of Technology,,,,234,application/json,Dalian University of Technology,chn,APAC,academic,203054,China
University of Tsukuba,,,,235,application/json,University of Tsukuba,jpn,APAC,academic,208182,Japan
Indiana University Bloomington,,,,236,application/json,Indiana University Bloomington,usa,NAM,academic,508085,United States
Ecole Normale Superieure de Lyon,,,,237,application/json,Ecole Normale Superieure de Lyon,fra,EUR,academic,314016,France
Aalto University,,,,238,application/json,Aalto University,fin,EUR,academic,313003,Finland
Universidad Autonoma de Madrid,,,,239,application/json,Universidad Autonoma de Madrid,esp,EUR,academic,312010,Spain
University of Vienna,,,,240,application/json,University of Vienna,aut,EUR,academic,301013,Austria
Iowa State University,,,,241,application/json,Iowa State University,usa,NAM,academic,508088,United States
Aalborg University,,,,242,application/json,Aalborg University,dnk,EUR,academic,310001,Denmark
Jilin University,1946,https://en.wikipedia.org/wiki/Jilin_University,1,243,application/json,Jilin University,chn,APAC,academic,203110,China
Medical University of Vienna,,,,244,application/json,Medical University of Vienna,aut,EUR,academic,301006,Austria
Ecole Polytechnique,1794,https://en.wikipedia.org/wiki/%C3%89cole_Polytechnique,,245,application/json,Ecole Polytechnique,fra,EUR,academic,314017,France
SUNY Buffalo,"May 11, 1846",https://en.wikipedia.org/wiki/University_at_Buffalo,,246,application/json,SUNY Buffalo,usa,NAM,academic,508223,United States
Charite - Universitatsmedizin Berlin,,,,247,application/json,Charite - Universitatsmedizin Berlin,deu,EUR,other,309042,Germany
Universite Paris 5,"1971, following the division of the University of Paris",https://en.wikipedia.org/wiki/Paris_Descartes_University,1,248,application/json,Universite Paris 5,fra,EUR,academic,314088,France
Universidade de Lisboa,,,,249,application/json,Universidade de Lisboa,prt,EUR,academic,328004,Portugal
Soochow University,,,,250,application/json,Soochow University,chn,APAC,academic,217100,China
Chongqing University,,,,251,application/json,Chongqing University,chn,APAC,academic,203047,China
Universitat de Valencia,,,,252,application/json,Universitat de Valencia,esp,EUR,academic,312049,Spain
Xiamen University,,,,253,application/json,Xiamen University,chn,APAC,academic,203222,China
SUNY Stony Brook,,,,254,application/json,SUNY Stony Brook,usa,NAM,academic,508225,United States
University of Kentucky,1865,https://en.wikipedia.org/wiki/University_of_Kentucky,,255,application/json,University of Kentucky,usa,NAM,academic,508288,United States
Universitat Stuttgart,,,,256,application/json,Universitat Stuttgart,deu,EUR,academic,309065,Germany
University of Georgia,,,,257,application/json,University of Georgia,usa,NAM,academic,508280,United States
University of Cologne,,,,258,application/json,University of Cologne,deu,EUR,academic,309068,Germany
Kyushu University,,,,259,application/json,Kyushu University,jpn,APAC,academic,208083,Japan
Queensland University of Technology,,,,260,application/json,Queensland University of Technology,aus,APAC,academic,201018,Australia
University of Nebraska,,,,261,application/json,University of Nebraska,usa,NAM,academic,508313,United States
Wayne State University,,,,262,application/json,Wayne State University,usa,NAM,academic,508371,United States
University of Maryland-Baltimore,,,,263,application/json,University of Maryland-Baltimore,usa,NAM,academic,508294,United States
Dartmouth College,,,,264,application/json,Dartmouth College,usa,NAM,academic,508050,United States
University of Athens,,,,265,application/json,University of Athens,grc,EUR,academic,316010,Greece
University of Oklahoma,,,,266,application/json,University of Oklahoma,usa,NAM,academic,508329,United States
Eindhoven University of Technology,,,,267,application/json,Eindhoven University of Technology,nld,EUR,academic,325002,Netherlands
Florida State University,,,,268,application/json,Florida State University,usa,NAM,academic,508065,United States
University of East Anglia,,,,269,application/json,University of East Anglia,gbr,EUR,academic,315072,United Kingdom
Hunan University,,,,270,application/json,Hunan University,chn,APAC,academic,203102,China
Universite Claude Bernard Lyon 1,,,,271,application/json,Universite Claude Bernard Lyon 1,fra,EUR,academic,314042,France
University of Florence,,,,272,application/json,University of Florence,ita,EUR,academic,321049,Italy
University of Electronic Science and Technology of China,,,,273,application/json,University of Electronic Science and Technology of China,chn,APAC,academic,203210,China
Syddansk Universitet,,,,274,application/json,Syddansk Universitet,dnk,EUR,academic,310008,Denmark
Universite de Bordeaux,,,,275,application/json,Universite de Bordeaux,fra,EUR,academic,702554,France
University of Duisburg-Essen,,,,276,application/json,University of Duisburg-Essen,deu,EUR,academic,309069,Germany
George Mason University,,,,277,application/json,George Mason University,usa,NAM,academic,508069,United States
Nankai University,1919,https://en.wikipedia.org/wiki/Nankai_University,,278,application/json,Nankai University,chn,APAC,academic,203135,China
University of Granada,,,,279,application/json,University of Granada,esp,EUR,academic,312057,Spain
Universite de Lorraine,,,,280,application/json,Universite de Lorraine,fra,EUR,academic,702747,France
